Fitness por iteração
16.82053754
13.55312072
13.55312072
12.0301512
12.0301512
12.0301512
12.0301512
11.74694166
11.74694166
11.228922
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
7.446966684
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
3.121597464
